company_nmls_id,legal_name,source_families,source_record_keys
2131570,CAPITAL Q MANAGEMENT LLC,monthly_mld,FL|MONTHLY|MLD|MLD2125
2131653,"AROUND THE CLOCK MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4252|FL|NMLS|MBR|MBR4252
213167,"CROMER MORTGAGE SERVICES, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR280
2131691,"BEKHER, YANA",monthly_mbr,FL|MONTHLY|MBR|MBR4306
213201,REVOLUTIONARY MORTGAGE COMPANY,monthly_mbr,FL|MONTHLY|MBR|MBR5421
2132135,MORMINO MORTGAGE GROUP LLC,monthly_mbr,FL|MONTHLY|MBR|MBR5065
213236,"MCM HOLDINGS, INC.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD147|FL|NMLS|MLD|MLD147
2132769,ESCAPE MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4327
2132846,WALL TO WALL FUNDING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4204
2133208,MORTGAGE DEPOT US CORP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4186|FL|NMLS|MBR|MBR4186
2133511,MORTGAGE PROFESSIONALS OF AMERICA LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7605|FL|NMLS|MBR|MBR7605
2133544,EVERGREEN PLANNING AND INVESTMENTS,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7867|FL|NMLS|MBR|MBR7867
2133550,"ROYALTY MORTGAGE FUNDING, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR5035
2133615,FAMILIAR MORTGAGE SERVICES INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4259|FL|NMLS|MBR|MBR4259
2133626,NEW POINT LENDING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4669|FL|NMLS|MBR|MBR4669
2133631,"LINKED HOME LOANS, LLC",monthly_mld,FL|MONTHLY|MLD|MLD2310
2134088,TRUST RE CAPITAL LLC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2074|FL|MONTHLY|MLD|MLD2162|FL|NMLS|MLS|MLD2162
2134190,EVERGROUP FINANCIAL SERVICES CORP,monthly_mbr,FL|MONTHLY|MBR|MBR4217
2134550,ONPOINT MORTGAGE PRO,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7555|FL|NMLS|MBR|MBR7555
2134601,SIESTA KEY MORTGAGE L.L.C.,monthly_mbr,FL|MONTHLY|MBR|MBR4266
2134603,"AREH, CHUDI, OSMOND",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7428|FL|NMLS|MBR|MBR7428
2136068,"PRIORITY MORTGAGE PROCESSING, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4191
2136647,ARK HOME LOANS INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8618|FL|NMLS|MBR|MBR8618
213721,"ENACT FINANCIAL SERVICES, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR1958|FL|NMLS|MBR|MBR1958
2137763,MORTGAGE BROKER LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4696|FL|NMLS|MBR|MBR4696
2137861,"BRANT FINANCIAL, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4253
2137907,"ALVORADA MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5158|FL|NMLS|MBR|MBR5158
2138174,"UNITED MORTGAGE CENTER,LLC",monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2040|FL|MONTHLY|MBR|MBR6134|FL|NMLS|MBR|MBR6134
2138310,"STALLION LOANS, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4256|FL|NMLS|MBR|MBR4256
2138364,EXECUTIVE SOLUTION PROCESSING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4292
2138443,GSM CONSULTING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4768|FL|NMLS|MBR|MBR4768
2139093,PARAGON LENDING LLC,monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD2093|FL|MONTHLY|MBR|MBR5878
213917,"MID AMERICAN MORTGAGE, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR1546
2139266,"MARIO ANTONIO PRADO, P.A.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7952|FL|NMLS|MBR|MBR7952
213947,GUARANTY FEDERAL MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6068|FL|NMLS|MBR|MBR6068
2139998,"SKYWAY FINANCIAL, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4258
2140,GFS CAPITAL HOLDINGS,monthly_mld,FL|MONTHLY|MLD|MLD258
2140115,SPARKMAN LENDING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4450
2140351,AUE LENDING CORPORATION,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5579|FL|NMLS|MBR|MBR5579
2140357,SMART HOME LENDING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5561|FL|NMLS|MBR|MBR5561
2140913,"FLORIDA MORTGAGE PROVIDERS, INC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4260|FL|NMLS|MBR|MBR4260
2141397,TROMPETA CAPITAL GROUP INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4326|FL|NMLS|MBR|MBR4326
2141401,ARGENT LENDING CORPORATION,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4632|FL|NMLS|MBR|MBR4632
2141418,"LENDINGHOUSE NA, LLC",monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2207|FL|MONTHLY|MBR|MBR4340|FL|NMLS|MLD|MLD2207
214190,"RJR MORTGAGE COMPANY, LLC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR272|FL|NMLS|MBR|MBR272
2142653,"RMI BROKERS, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5095|FL|NMLS|MBR|MBR5095
2143,"ARK-LA-TEX FINANCIAL SERVICES, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1635|FL|MONTHLY|MLD|MLD560|FL|NMLS|MLD|MLD560|FL|NMLS|MLS|MLD1635
2143118,"HOME LOAN EXPRESS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4607|FL|NMLS|MBR|MBR4607
2143759,PRESTIGE MORTGAGE ADVISORS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4390|FL|NMLS|MBR|MBR4390
2144081,TRUTH MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6863|FL|NMLS|MBR|MBR6863
2144324,LONG LAKE MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4763
2144471,SIGNATURE LENDING SOLUTIONS LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4729
2144524,NU LIFESTYLE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4234|FL|NMLS|MBR|MBR4234
214499,"TWENTY FIRST CENTURY MORTGAGE SERVICES, INC",monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD603|FL|MONTHLY|MBR|MBR1503
214519,"DIRECTIONS EQUITY, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2020|FL|NMLS|MLD|MLD2020
2145797,ZAP MORTGAGE LLC,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2212|FL|MONTHLY|MBR|MBR4482|FL|NMLS|MBR|MBR4482
2145812,PRIDE MORTGAGE LENDING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4640
2146,"CERTAINTY HOME LOANS, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1043|FL|NMLS|MLD|MLD1043
2146351,"THE EQUITY EXCHANGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4300|FL|NMLS|MBR|MBR4300
2147211,EWISE HOME LENDING LLC,monthly_mld,FL|MONTHLY|MLD|MLD2171
2147285,"AZYMORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR6725
2147348,LOAN WOLF LENDING INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4355|FL|NMLS|MBR|MBR4355
214767,VIG MORTGAGE CORPORATION,monthly_mld,FL|MONTHLY|MLD|MLD870
2148030,PERCEPTIVE MORTGAGE PROCESSING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4942|FL|NMLS|MBR|MBR4942
2148222,MCS MORTGAGE SERVICES INCORPORATED,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5058|FL|MONTHLY|MBR|MBR8463|FL|NMLS|MBR|MBR8463
2148439,SURELEND MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4615|FL|NMLS|MBR|MBR4615
2148818,MORTGAGE DEPOT LLC,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2544|FL|MONTHLY|MBR|MBR4501|FL|NMLS|MBR|MBR4501|FL|NMLS|MLD|MLD2544
214882,"AMERICA'S MORTGAGE LENDER, L.L.C.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD688|FL|NMLS|MLD|MLD688
214884,HOMEWAY MORTGAGE LLC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1499|FL|MONTHLY|MLD|MLD2060|FL|NMLS|MLD|MLD2060
2148931,WHOLESALE RATE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5271|FL|NMLS|MBR|MBR5271
2148999,"TRINITY HOME LOANS, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR5514
214908,CRISSY MORTGAGE CORPORATION,monthly_mld,FL|MONTHLY|MLD|MLD41
2149650,"FUTURE MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR5124
2149692,"MWR MANAGEMENT, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4302|FL|NMLS|MBR|MBR4302
2150391,NICHE BROKER LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4293
2150506,"CRESLAND CAPITAL, INC.",monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD2126|FL|MONTHLY|MBR|MBR4684|FL|MONTHLY|MBR|MBR5897
2150605,"PRIMETIME HOME LOANS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4567|FL|NMLS|MBR|MBR4567
2150776,EPIC FINANCE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR5331
2151023,"DC SERVICES ALABAMA, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6875|FL|NMLS|MBR|MBR6875
2151046,"DELTA MORTGAGE FUNDING, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR4279
2151067,COASTAL MORTGAGE SOLUTIONS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4392|FL|NMLS|MBR|MBR4392
2151564,MATTERS MORTGAGE GROUP INC,monthly_mbr,FL|MONTHLY|MBR|MBR4365
2151625,"LENDTRUE, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR5852
2152266,"LYNK CAPITAL, LLC",monthly_mld,FL|MONTHLY|MLD|MLD2075
2152288,"MAGNIFY MORTGAGE, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4863|FL|NMLS|MBR|MBR4863
2152851,SMART MORTGAGE SOLUTIONS LLC,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2594|FL|MONTHLY|MBR|MBR4295|FL|NMLS|MLD|MLD2594
2152903,OGDEN MORTGAGE GROUP INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4321|FL|NMLS|MBR|MBR4321
2152984,"LGI MORTGAGE SOLUTIONS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4611|FL|NMLS|MBR|MBR4611
2153716,"TURNDOWN2CLOSED, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR6085
2153841,SUPERIOR HOME CAPITAL LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4653|FL|NMLS|MBR|MBR4653
2153855,PRIORITY MORTGAGE PROCESSORS LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4489
2154,FIRST AMERICAN MORTGAGE TRUST,monthly_mld,FL|MONTHLY|MLD|MLD874
2154189,CONCIERGE LENDING LLC,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2772|FL|MONTHLY|MBR|MBR5667|FL|NMLS|MLD|MLD2772
2154218,H2 LENDING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR5642
2154241,SPECIALTY CORPORATION,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4568|FL|NMLS|MBR|MBR4568
2154270,"LOAN CLOSERS, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4437
2154342,"READY RATE, LLC",monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2280|FL|MONTHLY|MBR|MBR4479|FL|MONTHLY|MBR|MBR7107|FL|NMLS|MLD|MLD2280
2154500,LOANYAP MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4386|FL|NMLS|MBR|MBR4386
2154556,OAK CAPITAL LENDING CORP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4453|FL|NMLS|MBR|MBR4453
2154587,HOME1ST FINANCIAL INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4447|FL|NMLS|MBR|MBR4447
2154630,"205 EXCLUSIVE GROUP, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4959
2154873,WEST LANE LENDING L.L.C.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8590|FL|NMLS|MBR|MBR8590
2155125,DM GENERAL INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4280|FL|NMLS|MBR|MBR4280
2155409,TROPICAL SPRINGS MORTGAGE CONSULTANTS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4317|FL|NMLS|MBR|MBR4317
2155544,EXPERT MORTGAGE ASSISTANCE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4492|FL|NMLS|MBR|MBR4492
2155597,"TOP FLOOR BROKERAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR5235
2155607,BRETT EWALD INC,monthly_mbr,FL|MONTHLY|MBR|MBR4672
2156,"AMERICAHOMEKEY, INC.",monthly_mld,FL|MONTHLY|MLD|MLD257
2156039,LEGACY MORTGAGE LOANS INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5187|FL|NMLS|MBR|MBR5187
2156375,FOWLER WHOLESALE MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4336
2156722,NATIONS CAPITAL INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4581|FL|NMLS|MBR|MBR4581
2156810,VICTORY HOME LOANS INC.,monthly_mbr,FL|MONTHLY|MBR|MBR6693
2156920,DRAGON MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7805|FL|NMLS|MBR|MBR7805
2157196,"NUPOINT HOME LOANS, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4540
2157464,MECM CAPITAL CORPORATION,monthly_mbr,FL|MONTHLY|MBR|MBR4499
215748,AMERICAN LOAN MORTGAGE CORPORATION,monthly_mbr,FL|MONTHLY|MBR|MBR2939
2157599,JC&C WORLDWIDE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4455|FL|NMLS|MBR|MBR4455
215785,"SUNRISE FINANCIAL SERVICES, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR1209|FL|MONTHLY|MBR|MBR940
2158055,MANSION MORTGAGE CORP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4445|FL|NMLS|MBR|MBR4445
2158559,"UPSKY MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6352|FL|NMLS|MBR|MBR6352
2158718,STANDARD HOME LOANS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5653|FL|NMLS|MBR|MBR5653
2159040,"SUNFLOWER LENDING, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4851|FL|NMLS|MBR|MBR4851
2159058,BUDDY DAVENPORT MORTGAGE ASSOCIATES LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4685
2159097,RUNA MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5038|FL|NMLS|MBR|MBR5038
2159881,"SE FLORIDA PROCESSING GROUP, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4536
2159915,MLG HOME FINANCIAL LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4582|FL|NMLS|MBR|MBR4582
2160027,"TRELIANT MORTGAGE SERVICES, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4650
2160057,MORTGAGE PATRIOTS LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4784
2160072,BENEFIT MORTGAGE INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4387|FL|NMLS|MBR|MBR4387
2160871,"BMS MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4879|FL|NMLS|MBR|MBR4879
2161941,"AMERIBLUEHOMES, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6529|FL|NMLS|MBR|MBR6529
2161957,"SAYWHYNOT, INCORPORATED",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5299|FL|NMLS|MBR|MBR5299
2162065,"NORTHLAKE MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4374|FL|NMLS|MBR|MBR4374
216249,EQUIANT FINANCIAL SERVICES INC.,monthly_mld,FL|MONTHLY|MLD|MLD505
2162965,"COMMUNITY HOME LENDING, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR6462
2163990,"APPROVED HOMEOWNERS & COMMERCIAL LOANS, LLC.",monthly_mbr,FL|MONTHLY|MBR|MBR4410
2164,"LIPSKY & ASSOCIATES, INC.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1716|FL|NMLS|MLS|MLD1716
2165560,PIL SERVICES INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5253|FL|NMLS|MBR|MBR5253
2165604,B&G MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4424
2166082,MSB HOME LOANS INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4351|FL|NMLS|MBR|MBR4351
2166695,MAVERICK HOME LOANS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6933|FL|NMLS|MBR|MBR6933
2166795,"OVIEDO HOME MORTGAGE, LLC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4341|FL|NMLS|MBR|MBR4341
2166929,"A&M FINANCIALS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4391|FL|NMLS|MBR|MBR4391
2166951,LOAN EXPRESS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4496|FL|NMLS|MBR|MBR4496
2167060,"RATELOVER MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4394
2167098,NUKEY LENDING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5763|FL|NMLS|MBR|MBR5763
2167139,SOLUTIONS GROUP MORTGAGE FIRM,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4585|FL|NMLS|MBR|MBR4585
2167219,"ORBIS FUNDING, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2395
2167231,QUEZADA REALTY INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8495|FL|NMLS|MBR|MBR8495
2167479,"COASTLINE CAPITAL MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4756|FL|NMLS|MBR|MBR4756
2167520,SOFLO MORTGAGE PRO LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4533|FL|NMLS|MBR|MBR4533
2167522,UNIVERSAL MORTGAGE GROUP,monthly_mbr,FL|MONTHLY|MBR|MBR5269
2167535,THE LOAN FIRM INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4468|FL|NMLS|MBR|MBR4468
2167537,BEST PROCESSING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR5707
2167565,"GOLD COAST MORTGAGES, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4563|FL|NMLS|MBR|MBR4563
2167575,"CLAIRE FINANCIAL SERVICES, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4380|FL|NMLS|MBR|MBR4380
2167583,"PROMETHEUS MORTGAGE, L.L.C.",monthly_mbr,FL|MONTHLY|MBR|MBR6340|FL|MONTHLY|MBR|MBR7142
2167932,FAIR MORTGAGE LENDING INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4591|FL|NMLS|MBR|MBR4591
2168,SPECIALIZED LOAN SERVICING LLC,monthly_mld,FL|MONTHLY|MLD|MLD528
2168166,"STOPA, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7794|FL|NMLS|MBR|MBR7794
2168523,GROWING HOME MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8602|FL|NMLS|MBR|MBR8602
2168582,IWANNA APPROVAL LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4381|FL|NMLS|MBR|MBR4381
2169525,BUILDAHOMELOAN.COM LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4491|FL|MONTHLY|MBR|MBR7317|FL|NMLS|MBR|MBR7317
2170233,"FRENDLY, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8281|FL|NMLS|MBR|MBR8281
2170850,AMERICAS BEST HOME LOANS LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4614
2171128,MIAMI LUXURY LOANS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4345|FL|NMLS|MBR|MBR4345
2171169,COAST ONE MORTGAGE LLC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2110|FL|NMLS|MLD|MLD2110
21712,GOMAX LENDING INC.,monthly_mld,FL|MONTHLY|MLD|MLD207
2171241,AMERISTATE MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4875|FL|NMLS|MBR|MBR4875
2171534,"DEPLOYED CAPITAL MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4798
21719,BRIDGEVIEW MORTGAGE CORP.,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD548|FL|NMLS|MLD|MLD548
217229,AMERITRUST MORTGAGE CORPORATION,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2359|FL|NMLS|MLS|MLD2359
2172844,"FEROCITY MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7159|FL|NMLS|MBR|MBR7159
2172869,"HOME PROS FUNDING, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4443|FL|NMLS|MBR|MBR4443
2173142,SUNRISE MORTGAGE INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5927|FL|NMLS|MBR|MBR5927
217378,"AMERICAN BANCSHARES MORTGAGE, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD360|FL|NMLS|MLS|MLD360
2174,"PRIMESOURCE FUNDING, INC.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2824|FL|NMLS|MLD|MLD2824
2174083,BOLD CITY MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4526|FL|NMLS|MBR|MBR4526
2174179,AMERIFUND CORPORATION,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8369|FL|NMLS|MBR|MBR8369
2174471,"COMMERCIAL CAPITAL FINANCE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4600
2174640,POWER LENDING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4589
2174670,FB MORTGAGE SOLUTIONS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4597|FL|NMLS|MBR|MBR4597
2174675,ST PRO-SERVICE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4433|FL|NMLS|MBR|MBR4433
2175319,RESCUE MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4429|FL|NMLS|MBR|MBR4429
2175840,"LOAN SIDE KICKS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6526|FL|NMLS|MBR|MBR6526
2175862,LEGACY LENDING & MORTGAGES LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4425|FL|MONTHLY|MBR|MBR7840|FL|NMLS|MBR|MBR7840
2175896,"TRANSPARENT LENDING, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR4382
2176192,"KEY LEGACY MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR4417|FL|MONTHLY|MBR|MBR5730
2176240,"STREET, KARIN MICHELLE",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5853|FL|NMLS|MBR|MBR5853
2176339,MORTGAGES BY MECHELE INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4404|FL|NMLS|MBR|MBR4404
2176350,"THE REAM GROUP, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR6607
2176469,"THE MORTGAGE SHOP, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4642|FL|NMLS|MBR|MBR4642
217672,"FIRST SOURCE CAPITAL MORTGAGE, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR6392
2177075,"LENDLO MORTGAGE, LLC",monthly_mld,FL|MONTHLY|MLD|MLD2567
2177096,1ST OPTION HOME LOANS INC.,monthly_mbr,FL|MONTHLY|MBR|MBR6590
2177421,FLORIDA STATEWIDE LENDING CORP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4439|FL|NMLS|MBR|MBR4439
2177472,"KEARNS MORTGAGE TEAM, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4460|FL|NMLS|MBR|MBR4460
2177625,BREAKWATER FUNDING LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4457
2177628,"PRIMLENDERS, CORP.",monthly_mbr,FL|MONTHLY|MBR|MBR4430
21779,"GENERATION MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR1139|FL|NMLS|MBR|MBR1139
2178031,HOME FACTOR FINANCIAL LLC,monthly_mbr,FL|MONTHLY|MBR|MBR4842
2178036,"SAFETRUST MORTGAGE, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2338|FL|NMLS|MLD|MLD2338
2178284,MORTGAGE REAL ESTATE SERVICES PLLC,monthly_mbr,FL|MONTHLY|MBR|MBR5304
2178307,"OAKMONT LENDING, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6399|FL|NMLS|MBR|MBR6399
2178537,BRYAN'S MORTGAGE LENDING INC,monthly_mbr,FL|MONTHLY|MBR|MBR4497
